Production Record No;Company;Customer;Start Date;End Date;Production No;Recipe No;Receipt;Reçete;Quantity;Quantity to be produced;Return concrete;Return concrete note;Order Code;Jobsite;Driver;Ek Madde;Ek Maddenin Miktarı;Ek Madde 2;Ek Maddenin Miktarı 2;Nakliyat Bölgesi;Vehicle;Agg1;Agg2;Agg3;Agg4;Agg5;Agg6;Cem1;Cem2;Cem3;Cem4;Add1;Add2;Add3;Add4;Add5;Wat1;Wat2;Extra Water1;Extra Water2;Statu;Agg1Girilen Hata;Agg1Hesaplanan Hata;Agg2Girilen Hata;Agg2Hesaplanan Hata;Agg3Girilen Hata;Agg3Hesaplanan Hata;Agg4Girilen Hata;Agg4Hesaplanan Hata;Cem1Girilen Hata;Cem1Hesaplanan Hata;Cem2Girilen Hata;Cem2Hesaplanan Hata;Cem3Girilen Hata;Cem3Hesaplanan Hata;Cem4Girilen Hata;Cem4Hesaplanan Hata;Add1Girilen Hata;Add1Hesaplanan Hata;Add2Girilen Hata;Add2Hesaplanan Hata;Add3Girilen Hata;Add3Hesaplanan Hata;Add4Girilen Hata;Add4Hesaplanan Hata;Wa1Girilen Hata;Wa1Hesaplanan Hata;Wa2Girilen Hata;Wa2Hesaplanan Hata;Ag1YuzdeFark;Ag2YuzdeFark;Ag3YuzdeFark;Ag4YuzdeFark;Cim1YuzdeFark;Cim2YuzdeFark;Cim3YuzdeFark;Cim4YuzdeFark;Kat1YuzdeFark;Kat2YuzdeFark;Kat3YuzdeFark;Kat4YuzdeFark;Su1YuzdeFark;Su2YuzdeFark
71221;BAUPARTNER;PRECAST CONCRETE;02/02/2026  12:31;02/02/2026  12:33;71494;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;357,00;509,00;737,00;296,00;0,00;0,00;0,00;449,00;0,00;0,00;2,05;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;-0,83;2,00;1,19;2,00;-1,73;2,00;9,63;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,47;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-0,83;1,19;-1,73;9,63;0,00;-0,22;0,00;0,00;-99,47;0,00;0,00;0,00;0,00;0,00
71220;BAUPARTNER;PRECAST CONCRETE;02/02/2026  12:20;02/02/2026  12:23;71493;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;369,00;495,00;744,00;274,00;0,00;0,00;0,00;449,00;0,00;0,00;1,97;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;2,50;2,00;-1,59;2,00;-0,80;2,00;1,48;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;2,50;-1,59;-0,80;1,48;0,00;-0,22;0,00;0,00;-99,49;0,00;0,00;0,00;0,00;0,00
71219;BAUPARTNER;PRECAST CONCRETE;02/02/2026  12:11;02/02/2026  12:13;71492;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;346,00;502,00;688,00;219,00;0,00;0,00;0,00;448,00;0,00;0,00;2,08;0,00;0,00;0,00;0,00;116,00;0,00;0;0;2;2,00;-3,89;2,00;-0,20;2,00;-8,27;2,00;-18,89;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;-99,46;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,85;1,00;0,00;-3,89;-0,20;-8,27;-18,89;0,00;-0,44;0,00;0,00;-99,46;0,00;0,00;0,00;-0,85;0,00
71218;BAUPARTNER;PRECAST CONCRETE;02/02/2026  12:02;02/02/2026  12:04;71491;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;372,00;524,00;745,00;307,00;0,00;0,00;0,00;449,00;0,00;0,00;2,03;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;3,33;2,00;4,17;2,00;-0,67;2,00;13,70;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,47;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;3,33;4,17;-0,67;13,70;0,00;-0,22;0,00;0,00;-99,47;0,00;0,00;0,00;0,00;0,00
71217;BAUPARTNER;PRECAST CONCRETE;02/02/2026  11:52;02/02/2026  11:54;71490;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;359,00;502,00;728,00;251,00;0,00;0,00;0,00;454,00;0,00;0,00;1,88;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;-0,28;2,00;-0,20;2,00;-2,93;2,00;-7,04;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;-99,52;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-0,28;-0,20;-2,93;-7,04;0,00;0,89;0,00;0,00;-99,52;0,00;0,00;0,00;0,00;0,00
71216;BAUPARTNER;PRECAST CONCRETE;02/02/2026  11:42;02/02/2026  11:44;71489;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;363,00;491,00;767,00;271,00;0,00;0,00;0,00;452,00;0,00;0,00;2,14;0,00;0,00;0,00;0,00;116,00;0,00;0;0;2;2,00;0,83;2,00;-2,39;2,00;2,27;2,00;0,37;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;-99,45;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,85;1,00;0,00;0,83;-2,39;2,27;0,37;0,00;0,44;0,00;0,00;-99,45;0,00;0,00;0,00;-0,85;0,00
71215;BAUPARTNER;PRECAST CONCRETE;02/02/2026  11:33;02/02/2026  11:35;71488;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;330,00;533,00;733,00;269,00;0,00;0,00;0,00;448,00;0,00;0,00;1,93;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;-8,33;2,00;5,96;2,00;-2,27;2,00;-0,37;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;-99,51;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-8,33;5,96;-2,27;-0,37;0,00;-0,44;0,00;0,00;-99,51;0,00;0,00;0,00;0,00;0,00
71214;BAUPARTNER;PRECAST CONCRETE;02/02/2026  11:24;02/02/2026  11:27;71487;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;372,00;494,00;780,00;273,00;0,00;0,00;0,00;450,00;0,00;0,00;1,87;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;3,33;2,00;-1,98;2,00;4,00;2,00;1,11;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-99,52;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;3,33;-1,98;4,00;1,11;0,00;0,00;0,00;0,00;-99,52;0,00;0,00;0,00;0,00;0,00
71213;BAUPARTNER;PRECAST CONCRETE;02/02/2026  11:15;02/02/2026  11:17;71486;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;377,00;511,00;756,00;284,00;0,00;0,00;0,00;450,00;0,00;0,00;2,11;0,00;0,00;0,00;0,00;116,00;0,00;0;0;2;2,00;4,72;2,00;1,39;2,00;0,80;2,00;5,19;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-99,46;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;4,72;1,39;0,80;5,19;0,00;0,00;0,00;0,00;-99,46;0,00;0,00;0,00;0,00;0,00
71212;BAUPARTNER;PRECAST CONCRETE;02/02/2026  11:07;02/02/2026  11:09;71485;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;359,00;481,00;739,00;253,00;0,00;0,00;0,00;452,00;0,00;0,00;2,05;0,00;0,00;0,00;0,00;116,00;0,00;4;0;2;2,00;-0,28;2,00;-4,37;2,00;-1,47;2,00;-6,30;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;-99,47;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-0,28;-4,37;-1,47;-6,30;0,00;0,44;0,00;0,00;-99,47;0,00;0,00;0,00;0,00;0,00
71211;BAUPARTNER;PRECAST CONCRETE;02/02/2026  10:57;02/02/2026  10:59;71484;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;357,00;516,00;744,00;287,00;0,00;0,00;0,00;444,00;0,00;0,00;2,01;0,00;0,00;0,00;0,00;112,00;0,00;0;0;2;2,00;-0,83;2,00;2,38;2,00;-0,80;2,00;6,30;1,00;0,00;1,00;-1,33;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,88;1,00;0,00;-0,83;2,38;-0,80;6,30;0,00;-1,33;0,00;0,00;-99,48;0,00;0,00;0,00;-0,88;0,00
71210;BAUPARTNER;PRECAST CONCRETE;02/02/2026  10:48;02/02/2026  10:51;71483;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;364,00;477,00;769,00;255,00;0,00;0,00;0,00;455,00;0,00;0,00;1,89;0,00;0,00;0,00;0,00;113,00;0,00;0;0;2;2,00;1,11;2,00;-5,17;2,00;2,53;2,00;-5,56;1,00;0,00;1,00;1,11;1,00;0,00;1,00;0,00;1,00;-99,52;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,89;1,00;0,00;1,11;-5,17;2,53;-5,56;0,00;1,11;0,00;0,00;-99,52;0,00;0,00;0,00;0,89;0,00
71209;BAUPARTNER;PRECAST CONCRETE;02/02/2026  10:39;02/02/2026  10:41;71482;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;348,00;521,00;716,00;282,00;0,00;0,00;0,00;449,00;0,00;0,00;2,03;0,00;0,00;0,00;0,00;113,00;0,00;0;0;2;2,00;-3,33;2,00;3,78;2,00;-4,53;2,00;4,44;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-3,33;3,78;-4,53;4,44;0,00;-0,22;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
71208;BAUPARTNER;PRECAST CONCRETE;02/02/2026  10:30;02/02/2026  10:32;71481;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;381,00;485,00;750,00;210,00;0,00;0,00;0,00;449,00;0,00;0,00;1,98;0,00;0,00;0,00;0,00;114,00;0,00;0;0;2;2,00;5,83;2,00;-3,58;2,00;0,00;2,00;-22,22;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;5,83;-3,58;0,00;-22,22;0,00;-0,22;0,00;0,00;-99,49;0,00;0,00;0,00;0,00;0,00
71207;BAUPARTNER;PRECAST CONCRETE;02/02/2026  10:21;02/02/2026  10:23;71480;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;354,00;529,00;745,00;265,00;0,00;0,00;0,00;453,00;0,00;0,00;1,94;0,00;0,00;0,00;0,00;102,00;0,00;0;0;2;2,00;-1,67;2,00;4,96;2,00;-0,67;2,00;-1,85;1,00;0,00;1,00;0,67;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,67;4,96;-0,67;-1,85;0,00;0,67;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
71206;BAUPARTNER;PRECAST CONCRETE;02/02/2026  10:12;02/02/2026  10:14;71479;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;366,00;505,00;779,00;289,00;0,00;0,00;0,00;446,00;0,00;0,00;1,89;0,00;0,00;0,00;0,00;71,00;0,00;0;0;2;2,00;1,67;2,00;0,40;2,00;3,87;2,00;7,04;1,00;0,00;1,00;-0,89;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,67;0,40;3,87;7,04;0,00;-0,89;0,00;0,00;-99,49;0,00;0,00;0,00;0,00;0,00
71205;BAUPARTNER;PRECAST CONCRETE;30/01/2026  13:07;30/01/2026  13:10;71478;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;340,00;506,00;759,00;297,00;0,00;0,00;0,00;449,00;0,00;0,00;1,84;0,00;0,00;0,00;0,00;118,00;0,00;0;0;2;2,00;-5,56;2,00;0,80;2,00;1,20;2,00;10,00;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,50;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-5,56;0,80;1,20;10,00;0,00;-0,22;0,00;0,00;-99,50;0,00;0,00;0,00;0,00;0,00
71204;BAUPARTNER;PRECAST CONCRETE;30/01/2026  12:57;30/01/2026  12:59;71477;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;368,00;502,00;763,00;256,00;0,00;0,00;0,00;451,00;0,00;0,00;1,99;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;2,22;2,00;0,00;2,00;1,73;2,00;-5,19;1,00;0,00;1,00;0,22;1,00;0,00;1,00;0,00;1,00;-99,45;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,85;1,00;0,00;2,22;0,00;1,73;-5,19;0,00;0,22;0,00;0,00;-99,45;0,00;0,00;0,00;-0,85;0,00
71203;BAUPARTNER;PRECAST CONCRETE;30/01/2026  12:47;30/01/2026  12:49;71476;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;353,00;477,00;739,00;280,00;0,00;0,00;0,00;450,00;0,00;0,00;1,90;0,00;0,00;0,00;0,00;118,00;0,00;0;0;2;2,00;-1,94;2,00;-4,98;2,00;-1,47;2,00;3,70;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,94;-4,98;-1,47;3,70;0,00;0,00;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
71202;BAUPARTNER;PRECAST CONCRETE;30/01/2026  12:37;30/01/2026  12:39;71475;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;385,00;518,00;730,00;294,00;0,00;0,00;0,00;452,00;0,00;0,00;1,89;0,00;0,00;0,00;0,00;118,00;0,00;0;0;2;2,00;6,94;2,00;3,19;2,00;-2,67;2,00;8,89;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;6,94;3,19;-2,67;8,89;0,00;0,44;0,00;0,00;-99,49;0,00;0,00;0,00;0,00;0,00
71201;BAUPARTNER;PRECAST CONCRETE;30/01/2026  12:27;30/01/2026  12:29;71474;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;354,00;467,00;722,00;263,00;0,00;0,00;0,00;448,00;0,00;0,00;1,91;0,00;0,00;0,00;0,00;118,00;0,00;0;0;2;2,00;-1,67;2,00;-6,97;2,00;-3,73;2,00;-2,59;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,67;-6,97;-3,73;-2,59;0,00;-0,44;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
71200;BAUPARTNER;PRECAST CONCRETE;30/01/2026  12:18;30/01/2026  12:20;71473;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;369,00;553,00;786,00;221,00;0,00;0,00;0,00;453,00;0,00;0,00;1,81;0,00;0,00;0,00;0,00;119,00;0,00;0;0;2;2,00;2,50;2,00;10,16;2,00;4,80;2,00;-18,15;1,00;0,00;1,00;0,67;1,00;0,00;1,00;0,00;1,00;-99,51;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,85;1,00;0,00;2,50;10,16;4,80;-18,15;0,00;0,67;0,00;0,00;-99,51;0,00;0,00;0,00;0,85;0,00
71199;BAUPARTNER;PRECAST CONCRETE;30/01/2026  12:05;30/01/2026  12:07;71472;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;342,00;491,00;739,00;260,00;0,00;0,00;0,00;442,00;0,00;0,00;1,89;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;-5,00;2,00;-2,19;2,00;-1,47;2,00;-3,70;1,00;0,00;1,00;-1,78;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,85;1,00;0,00;-5,00;-2,19;-1,47;-3,70;0,00;-1,78;0,00;0,00;-99,49;0,00;0,00;0,00;-0,85;0,00
71198;BAUPARTNER;PRECAST CONCRETE;30/01/2026  11:55;30/01/2026  11:58;71471;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;368,00;508,00;746,00;322,00;0,00;0,00;0,00;456,00;0,00;0,00;1,91;0,00;0,00;0,00;0,00;118,00;0,00;0;0;2;2,00;2,22;2,00;0,99;2,00;-0,53;2,00;19,26;1,00;0,00;1,00;1,33;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;2,22;0,99;-0,53;19,26;0,00;1,33;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
71197;BAUPARTNER;PRECAST CONCRETE;30/01/2026  11:47;30/01/2026  11:49;71470;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;358,00;495,00;752,00;250,00;0,00;0,00;0,00;450,00;0,00;0,00;1,92;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;-0,56;2,00;-1,59;2,00;0,27;2,00;-7,41;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-0,56;-1,59;0,27;-7,41;0,00;0,00;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
71196;BAUPARTNER;PRECAST CONCRETE;30/01/2026  11:38;30/01/2026  11:40;71469;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;329,00;499,00;763,00;292,00;0,00;0,00;0,00;450,00;0,00;0,00;1,92;0,00;0,00;0,00;0,00;118,00;0,00;0;0;2;2,00;-8,61;2,00;-0,60;2,00;1,73;2,00;8,15;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-8,61;-0,60;1,73;8,15;0,00;0,00;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
71195;BAUPARTNER;PRECAST CONCRETE;30/01/2026  11:19;30/01/2026  11:21;71468;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;361,00;494,00;740,00;236,00;0,00;0,00;0,00;446,00;0,00;0,00;1,86;0,00;0,00;0,00;0,00;119,00;0,00;0;0;2;2,00;0,28;2,00;-1,79;2,00;-1,33;2,00;-12,59;1,00;0,00;1,00;-0,89;1,00;0,00;1,00;0,00;1,00;-99,50;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,28;-1,79;-1,33;-12,59;0,00;-0,89;0,00;0,00;-99,50;0,00;0,00;0,00;0,00;0,00
71194;BAUPARTNER;PRECAST CONCRETE;30/01/2026  11:04;30/01/2026  11:06;71467;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;381,00;514,00;750,00;293,00;0,00;0,00;0,00;454,00;0,00;0,00;1,93;0,00;0,00;0,00;0,00;118,00;0,00;0;0;2;2,00;5,83;2,00;2,39;2,00;0,00;2,00;8,52;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;5,83;2,39;0,00;8,52;0,00;0,89;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
71193;BAUPARTNER;PRECAST CONCRETE;30/01/2026  10:51;30/01/2026  10:53;71466;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;361,00;507,00;722,00;250,00;0,00;0,00;0,00;449,00;0,00;0,00;1,87;0,00;0,00;0,00;0,00;118,00;0,00;0;0;2;2,00;0,28;2,00;0,80;2,00;-3,73;2,00;-7,41;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;-99,50;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,84;1,00;0,00;0,28;0,80;-3,73;-7,41;0,00;-0,22;0,00;0,00;-99,50;0,00;0,00;0,00;-0,84;0,00
71192;BAUPARTNER;PRECAST CONCRETE;30/01/2026  10:43;30/01/2026  10:45;71465;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;367,00;499,00;784,00;293,00;0,00;0,00;0,00;454,00;0,00;0,00;1,91;0,00;0,00;0,00;0,00;118,00;0,00;0;0;2;2,00;1,94;2,00;-0,60;2,00;4,53;2,00;8,52;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,94;-0,60;4,53;8,52;0,00;0,89;0,00;0,00;-99,49;0,00;0,00;0,00;0,00;0,00
71191;BAUPARTNER;PRECAST CONCRETE;30/01/2026  10:34;30/01/2026  10:37;71464;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;347,00;514,00;747,00;223,00;0,00;0,00;0,00;445,00;0,00;0,00;1,89;0,00;0,00;0,00;0,00;119,00;0,00;0;0;2;2,00;-3,61;2,00;2,19;2,00;-0,40;2,00;-17,41;1,00;0,00;1,00;-1,11;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-3,61;2,19;-0,40;-17,41;0,00;-1,11;0,00;0,00;-99,49;0,00;0,00;0,00;0,00;0,00
71190;BAUPARTNER;PRECAST CONCRETE;30/01/2026  10:25;30/01/2026  10:27;71463;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;367,00;488,00;752,00;241,00;0,00;0,00;0,00;451,00;0,00;0,00;1,89;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;1,94;2,00;-2,98;2,00;0,27;2,00;-10,74;1,00;0,00;1,00;0,22;1,00;0,00;1,00;0,00;1,00;-99,49;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,86;1,00;0,00;1,94;-2,98;0,27;-10,74;0,00;0,22;0,00;0,00;-99,49;0,00;0,00;0,00;0,86;0,00
71189;BAUPARTNER;PRECAST CONCRETE;30/01/2026  10:17;30/01/2026  10:19;71462;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;352,00;509,00;717,00;261,00;0,00;0,00;0,00;452,00;0,00;0,00;1,86;0,00;0,00;0,00;0,00;102,00;0,00;0;0;2;2,00;-2,22;2,00;1,39;2,00;-4,40;2,00;-3,33;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;-99,47;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-2,22;1,39;-4,40;-3,33;0,00;0,44;0,00;0,00;-99,47;0,00;0,00;0,00;0,00;0,00
71188;BAUPARTNER;PRECAST CONCRETE;30/01/2026  10:08;30/01/2026  10:10;71461;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;364,00;499,00;779,00;339,00;0,00;0,00;0,00;444,00;0,00;0,00;1,75;0,00;0,00;0,00;0,00;72,00;0,00;0;0;2;2,00;1,11;2,00;-0,80;2,00;3,87;2,00;25,56;1,00;0,00;1,00;-1,33;1,00;0,00;1,00;0,00;1,00;-99,50;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-1,37;1,00;0,00;1,11;-0,80;3,87;25,56;0,00;-1,33;0,00;0,00;-99,50;0,00;0,00;0,00;-1,37;0,00
71187;BAUPARTNER;PRECAST CONCRETE;29/01/2026  12:57;29/01/2026  12:59;71460;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;381,00;512,00;751,00;269,00;0,00;0,00;0,00;452,00;0,00;0,00;1,78;0,00;0,00;0,00;0,00;122,00;0,00;0;0;2;2,00;5,83;2,00;2,20;2,00;0,13;2,00;-0,37;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;5,83;2,20;0,13;-0,37;0,00;0,44;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
