Production Record No;Company;Customer;Start Date;End Date;Production No;Recipe No;Receipt;Reçete;Quantity;Quantity to be produced;Return concrete;Return concrete note;Order Code;Jobsite;Driver;Ek Madde;Ek Maddenin Miktarı;Ek Madde 2;Ek Maddenin Miktarı 2;Nakliyat Bölgesi;Vehicle;Agg1;Agg2;Agg3;Agg4;Agg5;Agg6;Cem1;Cem2;Cem3;Cem4;Add1;Add2;Add3;Add4;Add5;Wat1;Wat2;Extra Water1;Extra Water2;Statu;Agg1Girilen Hata;Agg1Hesaplanan Hata;Agg2Girilen Hata;Agg2Hesaplanan Hata;Agg3Girilen Hata;Agg3Hesaplanan Hata;Agg4Girilen Hata;Agg4Hesaplanan Hata;Cem1Girilen Hata;Cem1Hesaplanan Hata;Cem2Girilen Hata;Cem2Hesaplanan Hata;Cem3Girilen Hata;Cem3Hesaplanan Hata;Cem4Girilen Hata;Cem4Hesaplanan Hata;Add1Girilen Hata;Add1Hesaplanan Hata;Add2Girilen Hata;Add2Hesaplanan Hata;Add3Girilen Hata;Add3Hesaplanan Hata;Add4Girilen Hata;Add4Hesaplanan Hata;Wa1Girilen Hata;Wa1Hesaplanan Hata;Wa2Girilen Hata;Wa2Hesaplanan Hata;Ag1YuzdeFark;Ag2YuzdeFark;Ag3YuzdeFark;Ag4YuzdeFark;Cim1YuzdeFark;Cim2YuzdeFark;Cim3YuzdeFark;Cim4YuzdeFark;Kat1YuzdeFark;Kat2YuzdeFark;Kat3YuzdeFark;Kat4YuzdeFark;Su1YuzdeFark;Su2YuzdeFark
70957;BAUPARTNER;PRECAST CONCRETE;14/01/2026  10:59;14/01/2026  11:02;71230;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;390,00;570,00;634,00;228,00;0,00;0,00;0,00;447,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95,00;0,00;0;0;2;2,00;-2,50;2,00;4,40;2,00;-2,46;2,00;-15,56;1,00;0,00;1,00;-0,67;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-2,50;4,40;-2,46;-15,56;0,00;-0,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70956;BAUPARTNER;PRECAST CONCRETE;14/01/2026  10:49;14/01/2026  10:51;71229;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;432,00;535,00;668,00;240,00;0,00;0,00;0,00;454,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;94,00;0,00;-5;0;2;2,00;8,00;2,00;-1,83;2,00;2,77;2,00;-11,11;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;8,00;-1,83;2,77;-11,11;0,00;0,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70955;BAUPARTNER;PRECAST CONCRETE;14/01/2026  10:37;14/01/2026  10:39;71228;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;401,00;533,00;617,00;260,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;70,00;0,00;0;0;2;2,00;0,25;2,00;-1,48;2,00;-5,08;2,00;-3,70;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,25;-1,48;-5,08;-3,70;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70954;BAUPARTNER;PRECAST CONCRETE;13/01/2026  23:37;13/01/2026  23:50;71227;12;MB 60;MB 60;4,00;4,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;2594,00;1873,00;2214,00;866,00;0,00;0,00;0,00;1680,00;0,00;0,00;0,00;14,33;0,00;0,00;0,00;737,00;0,00;-67;0;2;2,00;-0,23;2,00;-1,32;2,00;0,64;2,00;8,25;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,49;1,00;0,00;1,00;0,00;1,00;-0,41;1,00;0,00;-0,23;-1,32;0,64;8,25;0,00;0,00;0,00;0,00;0,00;-0,49;0,00;0,00;-0,41;0,00
70953;BAUPARTNER;PRECAST CONCRETE;13/01/2026  23:05;13/01/2026  23:32;71226;12;MB 60;MB 60;9,00;9,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;5849,00;4385,00;4945,00;1790,00;0,00;0,00;0,00;3781,00;0,00;0,00;0,00;32,18;0,00;0,00;0,00;1531,00;0,00;-76;0;2;2,00;-0,02;2,00;-1,37;2,00;-0,10;2,00;-0,56;1,00;0,00;1,00;0,03;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,68;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-0,02;-1,37;-0,10;-0,56;0,00;0,03;0,00;0,00;0,00;-0,68;0,00;0,00;0,00;0,00
70952;BAUPARTNER;PRECAST CONCRETE;13/01/2026  22:39;13/01/2026  22:57;71225;15;MB50 25/4;MB50 25/4;8,00;8,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;4651,00;3970,00;4893,00;1866,00;0,00;0,00;0,00;3113,00;0,00;0,00;0,00;27,21;0,00;0,00;0,00;1444,00;0,00;90;0;2;2,00;0,24;2,00;-0,13;2,00;0,27;2,00;-2,81;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,04;1,00;0,00;1,00;0,00;1,00;0,98;1,00;0,00;0,24;-0,13;0,27;-2,81;0,00;-0,22;0,00;0,00;0,00;0,04;0,00;0,00;0,98;0,00
70951;BAUPARTNER;PRECAST CONCRETE;13/01/2026  22:13;13/01/2026  22:34;71224;15;MB50 25/4;MB50 25/4;9,00;9,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;5203,00;4468,00;5455,00;2173,00;0,00;0,00;0,00;3514,00;0,00;0,00;0,00;30,58;0,00;0,00;0,00;1586,00;0,00;125;0;2;2,00;-0,33;2,00;-0,36;2,00;-0,64;2,00;0,60;1,00;0,00;1,00;0,11;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,07;1,00;0,00;1,00;0,00;1,00;-0,06;1,00;0,00;-0,33;-0,36;-0,64;0,60;0,00;0,11;0,00;0,00;0,00;-0,07;0,00;0,00;-0,06;0,00
70950;BAUPARTNER;PRECAST CONCRETE;13/01/2026  21:40;13/01/2026  22:06;71223;15;MB50 25/4;MB50 25/4;8,00;8,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;4650,00;3818,00;4922,00;1899,00;0,00;0,00;0,00;3122,00;0,00;0,00;0,00;27,17;0,00;0,00;0,00;1476,00;0,00;67;0;2;2,00;0,22;2,00;0,82;2,00;0,86;2,00;-1,09;1,00;0,00;1,00;0,06;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,11;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,22;0,82;0,86;-1,09;0,00;0,06;0,00;0,00;0,00;-0,11;0,00;0,00;0,00;0,00
70949;BAUPARTNER;PRECAST CONCRETE;13/01/2026  21:11;13/01/2026  21:31;71222;4;MB 40;MB 40;9,00;9,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;5487,00;4508,00;4620,00;2398,00;0,00;0,00;0,00;3142,00;0,00;0,00;0,00;28,73;0,00;0,00;0,00;1652,00;0,00;-117;0;2;2,00;-0,05;2,00;-0,51;2,00;-1,28;2,00;-1,32;1,00;0,00;1,00;-0,25;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,24;1,00;0,00;1,00;0,00;1,00;-0,12;1,00;0,00;-0,05;-0,51;-1,28;-1,32;0,00;-0,25;0,00;0,00;0,00;-0,24;0,00;0,00;-0,12;0,00
70948;BAUPARTNER;PRECAST CONCRETE;13/01/2026  20:41;13/01/2026  21:00;71221;15;MB50 25/4;MB50 25/4;8,00;8,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;4637,00;3708,00;4924,00;1903,00;0,00;0,00;0,00;3130,00;0,00;0,00;0,00;27,23;0,00;0,00;0,00;1543,00;0,00;-31;0;2;2,00;-0,06;2,00;0,05;2,00;0,90;2,00;-0,89;1,00;0,00;1,00;0,32;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,11;1,00;0,00;1,00;0,00;1,00;0,33;1,00;0,00;-0,06;0,05;0,90;-0,89;0,00;0,32;0,00;0,00;0,00;0,11;0,00;0,00;0,33;0,00
70947;BAUPARTNER;PRECAST CONCRETE;13/01/2026  20:12;13/01/2026  20:34;71220;15;MB50 25/4;MB50 25/4;9,00;9,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;5232,00;4199,00;5545,00;2174,00;0,00;0,00;0,00;3508,00;0,00;0,00;0,00;27,90;0,00;0,00;0,00;1812,00;0,00;85;0;2;2,00;0,23;2,00;-0,52;2,00;1,00;2,00;0,65;1,00;0,00;1,00;-0,06;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,06;1,00;0,00;0,23;-0,52;1,00;0,65;0,00;-0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,06;0,00
70946;BAUPARTNER;PRECAST CONCRETE;13/01/2026  19:36;13/01/2026  19:59;71219;15;MB50 25/4;MB50 25/4;8,00;8,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;4632,00;3719,00;4863,00;1954,00;0,00;0,00;0,00;3111,00;0,00;0,00;0,00;24,71;0,00;0,00;0,00;1244,00;0,00;-245;0;2;2,00;-0,17;2,00;0,27;2,00;-0,35;2,00;1,77;1,00;0,00;1,00;-0,29;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,36;1,00;0,00;1,00;0,00;1,00;0,32;1,00;0,00;-0,17;0,27;-0,35;1,77;0,00;-0,29;0,00;0,00;0,00;-0,36;0,00;0,00;0,32;0,00
70945;BAUPARTNER;PRECAST CONCRETE;13/01/2026  19:14;13/01/2026  19:32;71218;15;MB50 25/4;MB50 25/4;9,00;9,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;5187,00;4161,00;5525,00;2126,00;0,00;0,00;0,00;3504,00;0,00;0,00;0,00;27,85;0,00;0,00;0,00;1281,00;0,00;-398;0;2;2,00;-0,63;2,00;-1,07;2,00;0,64;2,00;-1,57;1,00;0,00;1,00;-0,17;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,18;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-0,63;-1,07;0,64;-1,57;0,00;-0,17;0,00;0,00;0,00;-0,18;0,00;0,00;0,00;0,00
70944;BAUPARTNER;PRECAST CONCRETE;13/01/2026  18:50;13/01/2026  19:07;71217;12;MB 60;MB 60;8,00;8,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;5230,00;3772,00;4392,00;1594,00;0,00;0,00;0,00;3367,00;0,00;0,00;0,00;26,39;0,00;0,00;0,00;1155,00;0,00;-315;0;2;2,00;0,58;2,00;-0,37;2,00;-0,18;2,00;-0,38;1,00;0,00;1,00;0,21;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,04;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,58;-0,37;-0,18;-0,38;0,00;0,21;0,00;0,00;0,00;-0,04;0,00;0,00;0,00;0,00
70943;BAUPARTNER;PRECAST CONCRETE;13/01/2026  18:15;13/01/2026  18:43;71216;12;MB 60;MB 60;9,00;9,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;5834,00;4321,00;4862,00;1821,00;0,00;0,00;0,00;3774,00;0,00;0,00;0,00;29,86;0,00;0,00;0,00;1347,00;0,00;-287;0;2;2,00;-0,27;2,00;-0,41;2,00;-1,78;2,00;1,17;1,00;0,00;1,00;-0,16;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,54;1,00;0,00;1,00;0,00;1,00;-0,07;1,00;0,00;-0,27;-0,41;-1,78;1,17;0,00;-0,16;0,00;0,00;0,00;0,54;0,00;0,00;-0,07;0,00
70942;BAUPARTNER;PRECAST CONCRETE;13/01/2026  17:31;13/01/2026  17:48;71215;12;MB 60;MB 60;8,00;8,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;5207,00;3987,00;4389,00;1592,00;0,00;0,00;0,00;3365,00;0,00;0,00;0,00;26,28;0,00;0,00;0,00;1174,00;0,00;-155;0;2;2,00;0,13;2,00;-0,77;2,00;-0,25;2,00;-0,50;1,00;0,00;1,00;0,15;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,45;1,00;0,00;1,00;0,00;1,00;-0,17;1,00;0,00;0,13;-0,77;-0,25;-0,50;0,00;0,15;0,00;0,00;0,00;-0,45;0,00;0,00;-0,17;0,00
70941;BAUPARTNER;PRECAST CONCRETE;13/01/2026  17:07;13/01/2026  17:27;71214;12;MB 60;MB 60;9,00;9,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;5865,00;4511,00;4956,00;1795,00;0,00;0,00;0,00;3768,00;0,00;0,00;0,00;29,73;0,00;0,00;0,00;1400,00;0,00;-134;0;2;2,00;0,26;2,00;-0,22;2,00;0,12;2,00;-0,28;1,00;0,00;1,00;-0,32;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,10;1,00;0,00;1,00;0,00;1,00;-0,28;1,00;0,00;0,26;-0,22;0,12;-0,28;0,00;-0,32;0,00;0,00;0,00;0,10;0,00;0,00;-0,28;0,00
70940;BAUPARTNER;PRECAST CONCRETE;13/01/2026  16:35;13/01/2026  16:56;71213;12;MB 60;MB 60;8,00;8,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;5193,00;4015,00;4407,00;1626,00;0,00;0,00;0,00;3362,00;0,00;0,00;0,00;26,30;0,00;0,00;0,00;1365,00;0,00;-88;0;2;2,00;-0,13;2,00;-0,07;2,00;0,16;2,00;1,63;1,00;0,00;1,00;0,06;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,38;1,00;0,00;1,00;0,00;1,00;-0,36;1,00;0,00;-0,13;-0,07;0,16;1,62;0,00;0,06;0,00;0,00;0,00;-0,38;0,00;0,00;-0,36;0,00
70939;BAUPARTNER;PRECAST CONCRETE;13/01/2026  13:49;13/01/2026  13:51;71212;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;0,50;0,50;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;189,00;264,00;284,00;123,00;0,00;0,00;0,00;234,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;60,00;0,00;0;0;2;2,00;-5,50;2,00;-2,22;2,00;-12,62;2,00;-8,89;1,00;0,00;1,00;4,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-5,50;-2,22;-12,62;-8,89;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70938;BAUPARTNER;PRECAST CONCRETE;13/01/2026  13:38;13/01/2026  13:40;71211;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;402,00;545,00;656,00;257,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;110,00;0,00;-10;0;2;2,00;0,50;2,00;0,93;2,00;0,92;2,00;-4,81;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,50;0,93;0,92;-4,81;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70937;BAUPARTNER;PRECAST CONCRETE;13/01/2026  13:27;13/01/2026  13:29;71210;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;407,00;543,00;669,00;267,00;0,00;0,00;0,00;448,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;110,00;0,00;-10;0;2;2,00;1,75;2,00;0,56;2,00;2,92;2,00;-1,11;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,75;0,56;2,92;-1,11;0,00;-0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70936;BAUPARTNER;PRECAST CONCRETE;13/01/2026  13:15;13/01/2026  13:18;71209;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;396,00;522,00;640,00;274,00;0,00;0,00;0,00;452,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;124,00;0,00;0;0;2;2,00;-1,00;2,00;-3,33;2,00;-1,54;2,00;1,48;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,00;-3,33;-1,54;1,48;0,00;0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70935;BAUPARTNER;PRECAST CONCRETE;13/01/2026  13:02;13/01/2026  13:05;71208;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;389,00;551,00;626,00;267,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;128,00;0,00;0;0;2;2,00;-2,75;2,00;1,66;2,00;-3,69;2,00;-1,11;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-2,75;1,66;-3,69;-1,11;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70934;BAUPARTNER;PRECAST CONCRETE;13/01/2026  12:52;13/01/2026  12:54;71207;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;393,00;530,00;663,00;273,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;125,00;0,00;0;0;2;2,00;-1,75;2,00;-2,75;2,00;2,00;2,00;1,11;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,81;1,00;0,00;-1,75;-2,75;2,00;1,11;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,81;0,00
70933;BAUPARTNER;PRECAST CONCRETE;13/01/2026  12:43;13/01/2026  12:45;71206;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;418,00;567,00;656,00;271,00;0,00;0,00;0,00;452,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;122,00;0,00;0;0;2;2,00;4,50;2,00;4,23;2,00;0,92;2,00;0,37;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;4,50;4,23;0,92;0,37;0,00;0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70932;BAUPARTNER;PRECAST CONCRETE;13/01/2026  12:33;13/01/2026  12:36;71205;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;407,00;538,00;665,00;278,00;0,00;0,00;0,00;448,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;123,00;0,00;0;0;2;2,00;1,75;2,00;-0,92;2,00;2,31;2,00;2,96;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,75;-0,92;2,31;2,96;0,00;-0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70931;BAUPARTNER;PRECAST CONCRETE;13/01/2026  12:22;13/01/2026  12:24;71204;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;406,00;548,00;628,00;270,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;124,00;0,00;0;0;2;2,00;1,50;2,00;1,48;2,00;-3,38;2,00;0,00;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,50;1,48;-3,38;0,00;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70930;BAUPARTNER;PRECAST CONCRETE;13/01/2026  12:13;13/01/2026  12:15;71203;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;397,00;522,00;636,00;265,00;0,00;0,00;0,00;450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;128,00;0,00;0;0;2;2,00;-0,75;2,00;-3,51;2,00;-2,15;2,00;-1,85;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-0,75;-3,51;-2,15;-1,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70929;BAUPARTNER;PRECAST CONCRETE;13/01/2026  12:02;13/01/2026  12:04;71202;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;385,00;554,00;648,00;262,00;0,00;0,00;0,00;451,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;126,00;0,00;0;0;2;2,00;-3,75;2,00;2,21;2,00;-0,31;2,00;-2,96;1,00;0,00;1,00;0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-3,75;2,21;-0,31;-2,96;0,00;0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70928;BAUPARTNER;PRECAST CONCRETE;13/01/2026  11:52;13/01/2026  11:54;71201;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;404,00;528,00;647,00;272,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;126,00;0,00;0;0;2;2,00;1,00;2,00;-2,40;2,00;-0,46;2,00;0,74;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-2,40;-0,46;0,74;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70927;BAUPARTNER;PRECAST CONCRETE;13/01/2026  11:42;13/01/2026  11:45;71200;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;412,00;551,00;655,00;357,00;0,00;0,00;0,00;453,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;126,00;0,00;0;0;2;2,00;3,00;2,00;2,04;2,00;0,77;2,00;32,22;1,00;0,00;1,00;0,67;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;3,00;2,04;0,77;32,22;0,00;0,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70926;BAUPARTNER;PRECAST CONCRETE;13/01/2026  11:29;13/01/2026  11:31;71199;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;405,00;527,00;666,00;263,00;0,00;0,00;0,00;446,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;127,00;0,00;0;0;2;2,00;1,25;2,00;-2,59;2,00;2,46;2,00;-2,59;1,00;0,00;1,00;-0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,25;-2,59;2,46;-2,59;0,00;-0,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70925;BAUPARTNER;PRECAST CONCRETE;13/01/2026  11:19;13/01/2026  11:22;71198;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;398,00;565,00;654,00;253,00;0,00;0,00;0,00;454,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;122,00;0,00;0;0;2;2,00;-0,50;2,00;4,63;2,00;0,62;2,00;-6,30;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-0,50;4,63;0,62;-6,30;0,00;0,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70924;BAUPARTNER;PRECAST CONCRETE;13/01/2026  11:08;13/01/2026  11:10;71197;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;395,00;532,00;658,00;271,00;0,00;0,00;0,00;447,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;119,00;0,00;0;0;2;2,00;-1,25;2,00;-1,66;2,00;1,23;2,00;0,37;1,00;0,00;1,00;-0,67;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,25;-1,66;1,23;0,37;0,00;-0,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
70923;BAUPARTNER;PRECAST CONCRETE;13/01/2026  10:59;13/01/2026  11:01;71196;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;394,00;532,00;639,00;210,00;0,00;0,00;0,00;448,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;-1,50;2,00;-1,48;2,00;-1,69;2,00;-22,22;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,85;1,00;0,00;-1,50;-1,48;-1,69;-22,22;0,00;-0,44;0,00;0,00;0,00;0,00;0,00;0,00;-0,85;0,00
